house_info：合租·南庭新苑北区2居室-南卧,area_floor：9.9㎡ | 6/16层,price：2590元,subway_meter：小区距新宫站步行约843米
house_info：合租·合顺家园3居室-西卧,area_floor：10.39㎡ | 9/16层,price：2690元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-南卧,area_floor：10.3㎡ | 1/16层,price：2660元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区3居室-南卧,area_floor：12.6㎡ | 7/16层,price：2890元,subway_meter：小区距新宫站步行约843米
house_info：合租·合顺家园3居室-北卧,area_floor：13.46㎡ | 8/16层,price：2630元,subway_meter：小区距新宫站步行约843米
house_info：合租·御槐园3居室-南卧,area_floor：11.8㎡ | 16/16层,price：2590元,subway_meter：小区距新宫站步行约843米
house_info：合租·合顺家园3居室-北卧,area_floor：10.2㎡ | 16/16层,price：2430元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-北卧,area_floor：11.7㎡ | 16/16层,price：2460元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-北卧,area_floor：11.8㎡ | 3/16层,price：2390元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-北卧,area_floor：9.7㎡ | 5/16层,price：2390元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-北卧,area_floor：9.7㎡ | 5/16层,price：2390元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区2居室-南卧,area_floor：10.2㎡ | 12/16层,price：2430元,subway_meter：小区距新宫站步行约843米
house_info：合租·合顺家园3居室-东卧,area_floor：7.83㎡ | 12/16层,price：2390元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-北卧,area_floor：9.7㎡ | 7/16层,price：2360元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区3居室-南卧,area_floor：10.1㎡ | 5/16层,price：2290元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区3居室-南卧,area_floor：10.3㎡ | 15/15层,price：2290元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑北区3居室-北卧,area_floor：10.29㎡ | 13/16层,price：2260元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区3居室-南卧,area_floor：10.3㎡ | 8/16层,price：2230元,subway_meter：小区距新宫站步行约843米
house_info：合租·飞腾家园3居室-南卧,area_floor：15.5㎡ | 5/6层,price：2560元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区3居室-北卧,area_floor：8㎡ | 7/16层,price：2360元,subway_meter：小区距新宫站步行约843米
house_info：合租·南庭新苑南区3居室-南卧,area_floor：6㎡ | 3/15层,price：1830元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑2居室-南卧,area_floor：11㎡ | 5/16层,price：2490元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑2居室-南卧,area_floor：10.14㎡ | 7/16层,price：2560元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑2居室-南卧,area_floor：11.5㎡ | 3/14层,price：2390元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑2居室-南卧,area_floor：11㎡ | 10/16层,price：2430元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑2居室-南卧,area_floor：10.9㎡ | 11/16层,price：2330元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑3居室-南卧,area_floor：10.8㎡ | 12/16层,price：2330元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑3居室-北卧,area_floor：11㎡ | 8/16层,price：2490元,subway_meter：小区距新宫站步行约843米
house_info：合租·阳光星苑2居室-南卧,area_floor：10.9㎡ | 3/15层,price：2090元,subway_meter：小区距新宫站步行约843米
